lat,lon,amplitude_1014kgm,year,month,day,hour,minute,second,lat2,lon2,Msurf,Region Number,ID
66.39,-38.34,0.42,2007,11,24,13,29,52,67.25,-38.25,4.8,2,S200711241329X
74.65,-56.01,0.41,2007,12,14,6,39,36,75.25,-56.75,4.9,4e,S200712140639X
66.44,-38.21,0.54,2007,12,31,14,40,56,66.25,-38.75,4.9,2,S200712311440X
72.92,-54.54,0.26,2008,2,14,5,12,24,72.75,-55.75,4.8,5b,S200802140512X
76.13,-59.65,0.4,2008,4,5,21,6,8,75.5,-56.5,4.8,4b,S200804052106X
74.76,-55.99,0.19,2008,4,7,13,58,0,74.25,-56.75,4.7,4e,S200804071358X
65.38,-40.98,0.28,2008,5,4,12,52,40,65.5,-41.5,4.8,3,S200805041252X
69.18,-49.41,0.43,2008,5,28,21,6,40,70.75,-49.25,4.7,7,S200805282106X
69.28,-49.39,0.23,2008,6,12,17,20,8,69,-49,4.7,7,S200806121720X
75.94,-59.97,0.32,2008,6,13,15,40,40,75.75,-57.75,4.8,4b,S200806131540X
74.75,-55.84,0.31,2008,6,19,15,20,0,74.75,-58.25,4.8,4e,S200806191520X
69.25,-49.52,0.23,2008,7,13,4,59,44,69.5,-49.5,4.8,7,S200807130459X
66.53,-38.22,0.29,2008,8,1,14,43,20,66.5,-38.5,4.8,2,S200808011443X
66.33,-38.58,0.41,2008,8,1,23,0,40,66.75,-39.25,4.8,2,S200808012300X
76.03,-59.8,1.09,2008,8,14,20,58,24,77.75,-58.75,5,4b,S200808142058X
66.48,-38.34,0.34,2008,8,19,21,5,28,66.25,-38.25,4.8,2,S200808192105X
68.66,-32.89,0.59,2008,11,3,16,44,48,68.75,-33.75,4.9,1,S200811031644X
77.8,-66.4,0.28,2008,11,7,13,44,24,77.5,-66.5,4.7,4a,S200811071344X
75.98,-59.68,0.72,2008,11,21,20,31,52,76,-58,4.9,4b,S200811212031X
68.69,-33.28,0.55,2008,11,25,4,10,40,68.5,-33.5,4.9,1,S200811250410X
68.67,-33.19,0.88,2008,12,13,14,47,52,68,-34,5,1,S200812131447X
71.8,-51.82,0.58,2009,1,8,16,11,4,72.5,-52.5,4.8,6,S200901081611A
66.4,-38.22,0.18,2009,2,6,18,51,36,65.75,-38.25,4.7,2,S200902061851A
66.49,-38.31,0.4,2009,2,6,18,59,4,66.25,-38.25,4.8,2,S200902061859A
73.08,-54.18,0.29,2009,2,7,19,14,32,74.25,-57.25,4.7,5b,S200902071914A
66.45,-38.33,0.51,2009,2,11,13,13,12,66.25,-38.25,4.9,2,S200902111313A
66.41,-38.22,0.56,2009,4,19,19,7,20,66.75,-38.75,4.9,2,S200904191907A
66.39,-38.46,0.7,2009,4,26,9,55,28,66.75,-37.75,4.9,2,S200904260955A
66.48,-38.11,0.32,2009,4,27,10,54,40,66.25,-38.75,4.7,2,S200904271054A
66.44,-38.04,0.25,2009,5,11,21,55,52,66.5,-37.5,4.8,2,S200905112155A
66.45,-38.45,0.77,2009,5,13,2,11,28,66.75,-36.25,4.9,2,S200905130211A
69.34,-49.84,0.26,2009,5,23,10,41,52,69.75,-50.25,4.7,7,S200905231041A
69.18,-49.7,0.34,2009,5,23,10,52,48,69.25,-48.25,4.7,7,S200905231052A
69.17,-49.37,0.25,2009,5,25,12,42,40,69.25,-48.25,4.7,7,S200905251242A
66.44,-38.47,0.38,2009,5,26,21,7,44,66.5,-38.5,4.7,2,S200905262107A
76.11,-59.37,0.35,2009,6,14,0,2,24,76.5,-61.5,4.8,4b,S200906140002A
69.25,-49.6,0.45,2009,6,18,16,24,48,69.75,-49.75,4.8,7,S200906181624A
69.24,-49.49,0.9,2009,6,26,13,27,36,68.75,-50.25,4.9,7,S200906261327A
73.09,-54.25,0.19,2009,7,3,7,20,0,73,-55,4.7,5b,S200907030720A
75,-56.75,0.44,2009,7,22,0,20,0,76,-54,4.8,4d,S200907220020A
65.32,-41.24,0.25,2009,7,22,21,16,24,65,-41,4.7,3,S200907222116A
69.18,-49.52,0.38,2009,8,11,20,12,8,69.25,-51.25,4.8,7,S200908112012A
75.61,-58.32,0.28,2009,8,20,0,16,40,75.5,-57.5,4.7,4c,S200908200016A
69.2,-49.55,0.44,2009,8,21,7,2,24,69.75,-49.75,4.8,7,S200908210702A
75.71,-58.08,0.27,2009,8,23,7,24,0,75.5,-58.5,4.8,4c,S200908230724A
66.41,-38.33,0.36,2009,8,26,22,59,20,66.25,-38.75,4.8,2,S200908262259A
76.06,-59.58,0.44,2009,9,19,22,31,4,76,-62,4.8,4b,S200909192230A
66.52,-38.5,0.46,2009,11,5,21,7,44,66.25,-38.25,4.8,2,S200911052107A
75.97,-59.55,0.56,2009,11,22,17,15,20,76.25,-60.75,4.9,4b,S200911221715A
68.57,-33.12,0.75,2009,11,27,8,52,32,69,-33,4.9,1,S200911270852A
76.04,-59.44,0.55,2009,12,2,10,31,12,75.25,-58.25,4.9,4b,S200912021031A
68.65,-33.81,0.23,2009,12,5,5,0,24,69.75,-34.25,4.7,1,S200912050500A
68.63,-33.08,0.51,2009,12,28,2,50,32,69.5,-33.5,4.8,1,S200912280250A
68.73,-33.1,0.51,2010,1,26,10,52,56,68.75,-33.75,4.9,1,S201001261052A
76.05,-59.87,0.28,2010,1,27,15,37,44,75.5,-59.5,4.7,4b,S201001271537A
68.69,-33.3,0.19,2010,2,4,0,16,56,69,-33,4.6,1,S201002040016A
66.41,-38.37,0.29,2010,2,11,1,17,4,67.25,-38.25,4.7,2,S201002110116A
69.19,-49.52,0.29,2010,2,21,4,12,24,69.25,-48.25,4.7,7,S201002210412A
69.27,-49.5,0.3,2010,3,19,1,12,48,69.5,-50.5,4.7,7,S201003190112A
76.14,-59.65,0.23,2010,3,22,5,55,12,75.75,-60.75,4.7,4b,S201003220555A
69.25,-49.38,0.28,2010,4,14,14,10,40,68.5,-48.5,4.7,7,S201004141410A
69.34,-49.69,0.44,2010,5,21,3,56,16,68.75,-50.25,4.8,7,S201005210356A
69.3,-49.52,0.85,2010,5,27,11,23,44,69.25,-45.75,4.9,7,S201005271123A
69.27,-49.4,0.36,2010,6,17,9,24,24,68.25,-46.25,4.8,7,S201006170924A
66.39,-38.29,0.29,2010,6,21,9,34,56,67.25,-37.75,4.7,2,S201006210934A
66.46,-38.32,0.58,2010,7,12,17,49,44,66.5,-37.5,4.9,2,S201007121749A
66.41,-38.48,0.36,2010,7,15,8,53,36,66.5,-38.5,4.8,2,S201007150853A
69.28,-49.24,0.44,2010,7,15,11,20,32,69,-49,4.8,7,S201007151120A
75.97,-60.01,0.43,2010,7,17,3,51,12,75.25,-58.25,4.8,4b,S201007170351A
75.96,-59.81,0.74,2010,7,27,15,7,44,76.25,-62.75,4.9,4b,S201007271507A
66.45,-38.34,0.7,2010,8,4,2,27,20,65.75,-39.75,4.9,2,S201008040227A
69.17,-49.24,0.75,2010,8,19,16,0,40,69,-51,4.9,7,S201008191600A
73.11,-54.3,0.36,2010,9,5,11,56,56,73,-55,4.8,5b,S201009051156A
73.13,-54.3,0.54,2010,10,10,3,13,4,72.75,-54.75,4.9,5b,S201010100313A
75.99,-59.8,0.47,2010,10,24,13,13,44,75.75,-60.75,4.9,4b,S201010241313A
71.84,-51.78,0.22,2010,10,27,1,44,16,71.75,-51.75,4.8,6,S201010270144A
73.14,-54.66,0.37,2010,11,7,8,18,48,73,-55,4.8,5b,S201011070819A
68.69,-32.99,0.4,2010,11,22,13,16,0,68.25,-34.25,4.8,1,S201011221316A
68.68,-33.26,0.26,2010,11,24,12,58,0,69.5,-33.5,4.7,1,S201011241258A
76.02,-59.59,0.48,2010,11,24,20,51,12,76.25,-60.25,4.8,4b,S201011242051A
65.8,-39.64,0.35,2010,12,5,17,40,56,66.5,-39.5,4.8,3,S201012051740A
68.72,-33.02,0.49,2010,12,14,23,49,20,68,-34,4.9,1,S201012142349A
73.04,-54.53,0.36,2010,12,29,0,56,40,73.25,-55.75,4.8,5b,S201012290056A
71.79,-51.57,0.33,2011,1,2,4,47,44,72.25,-54.25,4.8,6,S201101020447A
68.74,-33.18,0.6,2011,1,5,21,5,20,69.25,-32.75,4.9,1,S201101052105A
73.1,-54.1,0.31,2011,1,6,12,16,8,73.25,-54.75,4.8,5b,S201101061216A
76.11,-59.51,0.53,2011,1,14,3,29,44,75.5,-60.5,4.9,4b,S201101140329A
69.23,-49.33,0.23,2011,1,21,8,32,0,69.5,-50.5,4.8,7,S201101210832A
76.12,-59.49,0.5,2011,3,24,7,48,0,75.75,-60.25,4.9,4b,S201103240748A
73,-54.31,0.43,2011,4,1,5,45,20,73,-55,5,5b,S201104010545A
73.1,-54.07,0.15,2011,5,26,20,13,12,72.75,-53.75,4.7,5b,S201105262013A
66.44,-38.3,0.23,2011,6,21,14,9,28,66.75,-36.75,4.8,2,S201106211409A
73.02,-54.6,0.35,2011,6,22,15,17,4,73,-49,4.9,5b,S201106221517A
66.49,-38.26,0.17,2011,6,25,13,17,28,66.5,-38.5,4.7,2,S201106251317A
69.24,-49.64,0.17,2011,6,26,10,31,28,69.5,-49.5,4.7,7,S201106261031A
76.01,-59.77,0.62,2011,6,26,17,53,28,76.25,-60.25,4.9,4b,S201106261753A
74.66,-56.22,0.19,2011,6,29,1,50,16,74.75,-56.25,4.7,4e,S201106290150A
69.24,-49.89,0.5,2011,7,12,21,1,20,69.75,-52.75,5,7,S201107122101A
77.67,-65.85,0.27,2011,7,19,14,42,48,77.5,-66.5,4.7,4a,S201107191442A
72.9,-54.47,0.65,2011,7,21,4,25,44,73.25,-54.25,5,5b,S201107210425A
74.64,-55.94,0.33,2011,7,27,15,14,32,74.5,-54.5,4.8,4e,S201107271514A
73.58,-55.66,0.42,2011,8,4,9,5,4,73.25,-53.25,4.8,5a,S201108040905A
71.69,-51.84,0.24,2011,8,6,23,10,40,72.5,-51.5,4.7,6,S201108062310A
73.07,-54.14,0.45,2011,8,10,7,32,24,73.5,-56.5,4.9,5b,S201108100732A
69.25,-49.53,0.21,2011,8,18,12,32,0,69,-51,4.7,7,S201108181231A
76.16,-59.8,0.43,2011,8,26,18,20,48,76.25,-60.75,5,4b,S201108261820A
75.96,-59.5,0.27,2011,8,26,18,31,20,76.75,-60.75,4.8,4b,S201108261831A
70.79,-50.73,0.21,2011,9,14,23,20,40,71,-51,4.7,9,S201109142320A
68.55,-32.94,0.15,2011,9,19,13,51,44,68,-34,4.7,1,S201109191351A
72.83,-54.19,0.24,2011,10,10,16,22,8,73.5,-55.5,4.8,5b,S201110101622A
75.73,-57.96,0.17,2011,10,21,7,26,40,75.75,-58.25,4.7,4c,S201110210726A
73.13,-54.56,0.37,2011,10,27,9,39,28,73.25,-54.25,4.9,5b,S201110270939A
76.13,-59.2,0.42,2011,11,24,2,21,12,76,-62,4.9,4b,S201111240221A
72.98,-54.23,0.44,2011,11,30,9,58,0,73.25,-56.75,4.9,5b,S201111300958A
66.42,-38.16,0.21,2011,12,4,4,1,28,66.25,-38.75,4.7,2,S201112040401A
68.73,-33.45,0.23,2011,12,5,7,25,36,68.25,-33.25,4.7,1,S201112050725A
73.54,-55.21,0.22,2011,12,7,22,8,56,73,-59,4.8,5a,S201112072208A
69.23,-49.34,0.26,2011,12,21,15,40,8,69.25,-49.75,4.8,7,S201112211540A
73.03,-54.38,0.5,2012,1,3,11,11,28,72.75,-54.75,5,5b,S201201031111A
66.41,-38.24,0.37,2012,1,17,1,54,24,66.75,-37.25,4.8,2,S201201170154A
72.94,-54.44,0.27,2012,1,29,11,10,0,72.75,-59.25,4.9,5b,S201201291110A
69.18,-49.52,0.14,2012,2,12,13,44,32,69,-49,4.7,7,S201202121344A
69.1,-49.25,0.24,2012,2,12,16,16,32,69.25,-48.75,4.7,7,S201202121616A
76.12,-59.69,0.27,2012,3,18,18,21,36,75.5,-58.5,4.8,4b,S201203181821A
73.04,-54.38,0.28,2012,3,31,8,55,44,73.25,-54.75,4.8,5b,S201203310855A
66.35,-38.28,0.35,2012,4,9,10,11,28,66.25,-38.25,4.9,2,S201204091011A
66.43,-38.33,0.25,2012,4,14,1,48,48,65.75,-38.25,4.7,2,S201204140148A
75.94,-59.29,0.61,2012,4,24,4,46,24,75.75,-59.25,5,4b,S201204240446A
73.01,-54.45,0.22,2012,5,3,8,27,44,73.25,-53.75,4.7,5b,S201205030827A
72.99,-54.56,0.33,2012,6,15,9,16,0,73.75,-60.25,4.9,5b,S201206150916B
69.33,-49.93,0.13,2012,6,26,3,2,8,69.5,-48.5,4.7,7,S201206260302A
73.11,-54.3,0.28,2012,6,30,14,44,8,73.25,-54.75,4.8,5b,S201206301444A
66.38,-38.39,0.13,2012,7,7,20,37,36,66.75,-37.75,4.7,2,S201207072037B
66.39,-38.21,0.33,2012,7,7,20,44,16,65.75,-38.25,4.8,2,S201207072044A
69.15,-49.58,0.26,2012,7,8,20,21,52,69.75,-49.75,4.8,7,S201207082022A
69.26,-49.83,0.28,2012,7,8,20,46,24,68.75,-50.75,4.7,7,S201207082046A
69.18,-49.84,0.15,2012,7,8,21,5,12,69.75,-51.25,4.7,7,S201207082105A
73.1,-55.18,0.54,2012,7,18,1,26,56,73.25,-54.75,5,5b,S201207180126A
77.61,-66.03,0.16,2012,7,20,18,1,20,77.5,-66.5,4.7,4a,S201207201801A
66.43,-38.68,0.26,2012,7,25,5,3,20,66.5,-39.5,4.8,2,S201207250503A
76.06,-59.23,0.34,2012,7,31,9,30,8,76.5,-62.5,4.8,4b,S201207310930A
69.17,-49.42,0.19,2012,8,2,23,10,24,69,-51,4.8,7,S201208022310A
75.91,-59.58,0.3,2012,8,5,0,23,12,75.75,-59.75,4.8,4b,S201208050023A
73.14,-54.44,0.25,2012,8,8,0,54,16,73.5,-55.5,4.9,5b,S201208080054A
73.48,-55.22,0.33,2012,8,11,3,27,28,73.25,-54.75,4.8,5a,S201208110327A
73.62,-54.94,0.13,2012,8,11,3,44,16,73.75,-57.25,4.6,5a,S201208110344A
71.81,-51.66,0.2,2012,8,12,16,21,36,71,-51,4.8,6,S201208121621A
73.03,-54.42,0.73,2012,8,19,6,32,8,72.75,-55.75,5,5b,S201208190632A
66.4,-38.38,0.16,2012,8,23,18,56,48,66.5,-39.5,4.6,2,S201208231856A
66.36,-38.29,0.56,2012,8,23,19,19,52,66.75,-37.25,5,2,S201208231919A
77.72,-66.27,0.24,2012,8,24,4,1,12,77.5,-67.5,4.7,4a,S201208240401A
69.17,-49.69,0.68,2012,9,2,8,20,16,68.75,-50.25,5,7,S201209020820A
69.11,-49.59,0.39,2012,9,7,9,15,28,69.25,-50.25,4.8,7,S201209070915A
69.06,-49.79,0.19,2012,9,22,14,46,56,68.75,-48.75,4.7,7,S201209221446A
69.19,-49.51,0.2,2012,9,24,12,53,28,69.25,-50.25,4.8,7,S201209241253A
66.34,-38.52,0.33,2012,9,27,18,29,28,66.25,-38.75,4.8,2,S201209271829A
66.4,-38.38,0.56,2012,9,27,23,47,28,67.25,-38.25,5,2,S201209272347A
73.04,-54.65,0.65,2012,10,11,19,31,36,70.5,-55.5,5,5b,S201210111931A
65.27,-41,0.2,2012,10,26,19,5,4,64.75,-41.75,4.7,3,S201210261905A
74.58,-56.18,0.41,2012,11,4,4,9,52,74.5,-55.5,4.8,4e,S201211040409A
71.73,-51.83,0.32,2012,11,7,7,15,28,72.25,-53.25,4.8,6,S201211070715A
77.69,-65.84,0.2,2012,11,21,1,53,52,77.25,-65.75,4.7,4a,S201211210153A
69.15,-49.46,0.62,2012,11,24,16,6,16,69.25,-50.25,5,7,S201211241606A
68.57,-33.16,0.33,2012,12,5,16,27,4,68.25,-34.75,4.8,1,S201212051626A
68.7,-33.01,0.25,2012,12,15,2,38,24,69.25,-34.75,4.7,1,S201212150238A
71.75,-51.8,0.31,2012,12,25,10,21,44,72.25,-52.25,4.8,6,S201212251021A
75.02,-56.55,0.24,2013,1,1,10,13,20,74.5,-57.5,4.8,4d,S201301011013A
69.1,-49.32,0.71,2013,1,12,9,17,28,68.75,-49.25,5,7,S201301120917A
74.52,-55.84,0.36,2013,1,23,9,53,28,74.25,-55.75,4.8,4e,S201301230953A
71.59,-51.64,0.24,2013,2,21,11,13,12,72.5,-53.5,4.8,6,S201302211113A
66.48,-38.41,0.6,2013,3,4,11,41,28,66.75,-37.75,5,2,S201303041141A
66.44,-38.37,0.24,2013,3,14,3,46,56,65.75,-38.75,4.8,2,S201303140346A
69.25,-49.74,0.29,2013,3,29,9,5,52,69.25,-49.75,4.8,7,S201303290905A
73,-54.49,0.22,2013,4,3,3,8,0,73.5,-54.5,4.8,5b,S201304030308A
69.13,-49.54,0.48,2013,4,6,2,58,48,69.5,-50.5,4.8,7,S201304060258A
77.59,-66.27,0.27,2013,4,8,23,38,16,77.75,-68.25,4.8,4a,S201304082338A
66.4,-38.1,0.16,2013,4,13,11,40,0,65.25,-36.25,4.7,2,S201304131140A
66.32,-38.27,0.17,2013,4,27,13,48,40,67.25,-37.75,4.6,2,S201304271348A
66.46,-38.39,0.18,2013,4,28,7,26,24,66.5,-38.5,4.7,2,S201304280726A
69.2,-49.4,0.54,2013,5,23,12,45,36,69,-51,4.8,7,S201305231245A
76.06,-59.67,0.45,2013,6,14,17,16,48,75.75,-57.75,4.8,4b,S201306141716A
69.28,-49.77,0.56,2013,6,17,3,49,28,69.25,-49.75,4.9,7,S201306170349A
69.11,-49.59,0.2,2013,6,21,6,30,40,68.75,-49.25,4.7,7,S201306210630A
66.4,-38.4,0.59,2013,6,23,14,35,4,66.25,-38.25,4.9,2,S201306231435A
69.17,-49.47,0.19,2013,6,24,17,50,0,68.75,-50.25,4.7,7,S201306241749A
69.15,-49.52,0.56,2013,6,27,20,11,36,68.75,-49.75,4.9,7,S201306272011A
76.08,-59.49,0.56,2013,7,1,2,2,40,75.5,-59.5,4.9,4b,S201307010202A
69.09,-49.29,0.29,2013,7,1,4,5,28,69.5,-49.5,4.8,7,S201307010405A
69.09,-49.11,0.48,2013,7,3,8,19,36,69.25,-48.75,4.9,7,S201307030819A
69.14,-49.51,0.19,2013,7,4,2,9,28,69.5,-48.5,4.8,7,S201307040209A
69.3,-49.62,1.07,2013,7,16,23,41,20,69,-51,5.1,7,S201307162341B
66.49,-38.42,0.24,2013,7,25,3,13,36,66.5,-38.5,4.8,2,S201307250313A
66.48,-38.31,0.38,2013,7,25,12,56,32,66.5,-38.5,4.9,2,S201307251256A
66.43,-38.36,0.34,2013,7,30,20,1,28,66.25,-38.25,4.8,2,S201307302001A
65.22,-41.18,0.17,2013,7,31,14,59,28,65.5,-41.5,4.7,3,S201307311459A
66.34,-38.29,0.18,2013,7,31,19,21,12,66.75,-38.75,4.7,2,S201307311921A
70.94,-50.46,0.28,2013,8,4,22,5,12,71,-51,4.8,9,S201308042205A
73.04,-54.43,0.6,2013,8,4,23,0,48,71.5,-58.5,4.9,5b,S201308042301A
66.44,-38.86,0.17,2013,8,8,6,49,52,65.5,-38.5,4.7,2,S201308080649A
69.13,-49.4,0.21,2013,8,9,15,16,56,69.25,-49.25,4.7,7,S201308091516A
69.24,-49.44,0.54,2013,8,11,11,26,0,69.25,-48.75,5,7,S201308111126A
69.06,-49.56,0.31,2013,8,11,11,49,44,69,-49,4.8,7,S201308111149A
66.44,-38.34,0.31,2013,8,14,23,41,36,67.25,-37.75,4.8,2,S201308142341A
66.39,-38.34,0.18,2013,8,14,23,50,32,65.75,-38.75,4.7,2,S201308142350A
73.01,-54.27,0.59,2013,8,19,12,16,56,73,-55,4.9,5b,S201308191217A
74.95,-57.09,0.54,2013,8,24,7,25,52,75,-57,4.9,4d,S201308240725A
69.15,-49.57,0.46,2013,9,9,9,0,0,70.5,-48.5,4.8,7,S201309090900A
69.25,-49.44,0.34,2013,9,10,18,59,28,69.25,-47.75,4.8,7,S201309101859A
69.36,-49.84,0.73,2013,9,11,3,4,16,68,-50,5,7,S201309110304A
73.09,-54.07,0.49,2013,9,15,14,8,32,75,-49,4.9,5b,S201309151408A
74.72,-56.42,0.35,2013,9,19,10,34,40,74.5,-55.5,4.7,4e,S201309191034A
75.95,-59.84,0.22,2013,9,29,14,37,12,75.75,-62.25,4.8,4b,S201309291437A
75.89,-59.57,0.42,2013,10,3,3,35,4,75.75,-59.75,4.9,4b,S201310030335A
76.13,-59.58,0.62,2013,10,5,23,28,56,76.25,-59.75,4.9,4b,S201310052329A
75.99,-59.62,0.28,2013,10,7,18,16,8,75.5,-62.5,4.7,4b,S201310071816A
72.98,-54.06,0.33,2013,10,14,2,3,28,72,-54,5,5b,S201310140203A
72.99,-53.78,0.29,2013,11,7,11,2,0,73,-55,4.9,5b,S201311071102A
69.2,-49.77,0.3,2013,11,22,7,26,16,69.25,-49.75,4.9,7,S201311220726A
74.99,-56.7,0.26,2013,11,23,22,11,20,74.75,-57.25,4.7,4d,S201311232211A
69.12,-49.53,0.33,2013,12,5,9,54,16,68.75,-49.75,4.8,7,S201312050954A
73.01,-54.48,0.46,2013,12,10,3,37,44,73.25,-54.75,5,5b,S201312100337A
75.96,-59.58,0.63,2013,12,27,10,4,16,75.5,-64.5,4.9,4b,S201312271003A